"Spp","Plot.ID","Year","P1","P2","P3","P4","P5","P6","P7","P1_before","P2_before","P3_before","P4_before","P5_before","P6_before","P7_before"
SALARC,M10,2008,149,152,168,NA,220,240,248,147,150,165,NA,213,237,246
SALARC,M2,2008,149,168,171,NA,220,224,NA,147,165,168,NA,213,220,NA
SALARC,M3,2008,149,168,171,NA,220,228,237,147,165,168,NA,213,224,234
SALARC,M4,2008,149,156,171,NA,207,228,240,147,153,168,NA,204,224,237
SALARC,M5,2008,149,NA,168,NA,220,234,240,147,NA,165,NA,213,228,237
SALARC,M6,2008,149,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA
SALARC,M7,2008,149,156,171,NA,220,240,248,147,153,168,NA,213,237,246
SALARC,M8,2008,149,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA
SALARC,M9,2008,149,156,168,NA,220,237,248,147,153,165,NA,213,234,246
DRYINT,1,2007,146,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA
DRYINT,2,2007,146,179,182,191,194,NA,NA,140,176,179,188,191,NA,NA
DRYINT,3,2007,146,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA
DRYINT,4,2007,119,NA,NA,NA,NA,NA,NA,110,NA,NA,NA,NA,NA,NA
DRYINT,5,2007,146,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA
DRYINT,6,2007,146,173,209,191,196,NA,NA,140,170,206,188,194,NA,NA
DRYINT,7,2007,149,173,179,191,194,NA,NA,146,170,176,188,191,NA,NA
DRYINT,8,2007,149,182,185,191,194,NA,NA,146,179,182,188,191,NA,NA
DRYINT,9,2007,149,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA
DRYINT,10,2007,146,173,179,191,194,NA,NA,140,170,176,188,191,NA,NA
DRYINT,11,2007,146,185,188,191,194,NA,NA,140,182,185,188,191,NA,NA
DRYINT,12,2007,146,NA,NA,NA,NA,NA,NA,140,NA,NA,NA,NA,NA,NA
DRYINT,13,2007,146,173,179,188,194,NA,NA,140,170,176,185,191,NA,NA
DRYINT,14,2007,146,176,179,199,194,NA,NA,140,173,176,197,191,NA,NA
DRYINT,15,2007,146,182,191,194,197,NA,NA,140,179,188,191,196,NA,NA
DRYINT,16,2007,149,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA
DRYINT,17,2007,158,182,188,194,194,NA,NA,149,179,185,191,191,NA,NA
DRYINT,18,2007,149,NA,NA,NA,NA,NA,NA,146,NA,NA,NA,NA,NA,NA
DRYINT,19,2007,149,182,185,199,197,NA,NA,146,179,182,197,196,NA,NA
DRYINT,20,2007,149,191,191,197,197,NA,NA,146,188,188,196,196,NA,NA
ERIVAG,1,2007,158,158,158,NA,NA,NA,NA,149,149,149,NA,NA,NA,NA
ERIVAG,2,2007,149,149,158,NA,NA,NA,NA,146,146,149,NA,NA,NA,NA
ERIVAG,3,2007,149,149,158,NA,NA,NA,NA,146,146,149,NA,NA,NA,NA
ERIVAG,4,2007,149,149,NA,NA,NA,NA,NA,146,146,NA,NA,NA,NA,NA
ERIVAG,5,2007,149,149,158,NA,NA,NA,NA,146,146,149,NA,NA,NA,NA
ERIVAG,6,2007,149,149,158,NA,NA,NA,NA,146,146,149,NA,NA,NA,NA
ERIVAG,7,2007,149,149,158,NA,NA,NA,NA,146,146,149,NA,NA,NA,NA
ERIVAG,8,2007,149,149,158,NA,NA,NA,NA,146,146,149,NA,NA,NA,NA
ERIVAG,9,2007,149,158,158,NA,NA,NA,NA,146,149,149,NA,NA,NA,NA
ERIVAG,10,2007,149,149,158,NA,NA,NA,NA,146,146,149,NA,NA,NA,NA
ERIVAG,11,2007,149,149,158,NA,NA,NA,NA,146,146,149,NA,NA,NA,NA
ERIVAG,12,2007,149,149,158,NA,NA,NA,NA,146,146,149,NA,NA,NA,NA
ERIVAG,13,2007,149,149,158,NA,NA,NA,NA,146,146,149,NA,NA,NA,NA
ERIVAG,14,2007,158,158,158,NA,NA,NA,NA,149,149,149,NA,NA,NA,NA
ERIVAG,15,2007,149,149,158,NA,NA,NA,NA,146,146,149,NA,NA,NA,NA
ERIVAG,16,2007,149,149,158,NA,NA,NA,NA,146,146,149,NA,NA,NA,NA
ERIVAG,17,2007,158,158,158,NA,NA,NA,NA,149,149,149,NA,NA,NA,NA
ERIVAG,18,2007,149,149,158,NA,NA,NA,NA,146,146,149,NA,NA,NA,NA
ERIVAG,19,2007,149,149,158,NA,NA,NA,NA,146,146,149,NA,NA,NA,NA
ERIVAG,20,2007,158,158,158,NA,NA,NA,NA,149,149,149,NA,NA,NA,NA
SALARC,F1,2007,158,167,NA,NA,210,222,236,149,164,NA,NA,209,221,233
SALARC,F10,2007,NA,NA,NA,NA,210,233,242,NA,NA,NA,NA,209,230,241
SALARC,F2,2007,158,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA
SALARC,F3,2007,158,185,NA,NA,227,236,242,149,182,NA,NA,224,233,241
SALARC,F4,2007,158,167,NA,NA,210,230,242,149,164,NA,NA,209,227,241
SALARC,F5,2007,158,191,NA,NA,218,230,238,149,188,NA,NA,215,227,236
SALARC,F6,2007,158,167,NA,NA,203,230,242,149,164,NA,NA,200,227,241
SALARC,F7,2007,158,167,NA,NA,206,230,242,149,164,NA,NA,203,227,241
SALARC,F8,2007,158,NA,NA,NA,210,233,242,149,NA,NA,NA,209,230,241
SALARC,F9,2007,158,167,NA,197,215,230,242,149,164,NA,196,212,227,241
SALARC,M1,2007,158,164,182,NA,197,222,242,149,161,179,NA,196,221,241
SALARC,M10,2007,NA,182,NA,NA,224,236,255,NA,179,NA,NA,222,233,242
SALARC,M2,2007,158,173,NA,NA,224,233,242,149,170,NA,NA,222,230,241
SALARC,M3,2007,158,185,NA,NA,224,227,236,149,182,NA,NA,222,224,233
SALARC,M4,2007,158,167,NA,NA,194,230,242,149,164,NA,NA,191,227,241
SALARC,M5,2007,158,161,182,NA,210,230,236,149,158,179,NA,209,227,233
SALARC,M6,2007,158,173,NA,NA,210,218,236,149,170,NA,NA,209,215,233
SALARC,M7,2007,158,NA,NA,NA,218,238,258,149,NA,NA,NA,215,236,255
SALARC,M8,2007,158,NA,NA,NA,210,236,238,149,NA,NA,NA,209,233,236
SALARC,M9,2007,158,173,NA,NA,215,230,242,149,170,NA,NA,212,227,241
DRYINT,1,2006,132,NA,NA,NA,NA,NA,NA,128,NA,NA,NA,NA,NA,NA
DRYINT,2,2006,135,174,177,193,NA,NA,NA,132,168,174,189,NA,NA,NA
DRYINT,3,2006,135,174,177,183,195,NA,NA,132,168,174,180,193,NA,NA
DRYINT,4,2006,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
DRYINT,5,2006,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
DRYINT,6,2006,135,174,177,193,196,NA,NA,132,168,174,189,195,NA,NA
DRYINT,7,2006,135,174,177,189,193,NA,NA,132,168,174,186,189,NA,NA
DRYINT,8,2006,132,180,184,189,202,NA,NA,128,177,183,186,198,NA,NA
DRYINT,9,2006,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
DRYINT,10,2006,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
DRYINT,11,2006,135,180,184,193,NA,NA,NA,132,177,183,189,NA,NA,NA
DRYINT,12,2006,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
DRYINT,13,2006,135,177,177,189,NA,NA,NA,132,174,174,186,NA,NA,NA
DRYINT,14,2006,135,174,177,189,202,NA,NA,132,168,174,186,198,NA,NA
DRYINT,15,2006,135,177,184,202,NA,NA,NA,132,174,183,198,NA,NA,NA
DRYINT,16,2006,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
DRYINT,17,2006,135,180,184,193,NA,NA,NA,132,177,183,189,NA,NA,NA
DRYINT,18,2006,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
DRYINT,19,2006,135,177,180,186,NA,NA,NA,132,174,177,184,NA,NA,NA
DRYINT,20,2006,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
ERIVAG,1,2006,138,141,150,NA,NA,NA,NA,135,138,147,NA,NA,NA,NA
ERIVAG,2,2006,NA,NA,162,NA,NA,NA,NA,NA,NA,159,NA,NA,NA,NA
ERIVAG,3,2006,135,141,145,NA,NA,NA,NA,132,138,141,NA,NA,NA,NA
ERIVAG,4,2006,138,141,NA,NA,NA,NA,NA,135,138,NA,NA,NA,NA,NA
ERIVAG,5,2006,135,138,147,NA,NA,NA,NA,132,135,145,NA,NA,NA,NA
ERIVAG,6,2006,135,138,145,NA,NA,NA,NA,132,135,141,NA,NA,NA,NA
ERIVAG,7,2006,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
ERIVAG,8,2006,138,138,150,NA,NA,NA,NA,135,135,147,NA,NA,NA,NA
ERIVAG,9,2006,135,NA,NA,NA,NA,NA,NA,132,NA,NA,NA,NA,NA,NA
ERIVAG,10,2006,135,141,147,NA,NA,NA,NA,132,138,145,NA,NA,NA,NA
ERIVAG,11,2006,138,138,145,NA,NA,NA,NA,135,135,141,NA,NA,NA,NA
ERIVAG,12,2006,135,138,150,NA,NA,NA,NA,132,135,147,NA,NA,NA,NA
ERIVAG,13,2006,138,138,150,NA,NA,NA,NA,135,135,147,NA,NA,NA,NA
ERIVAG,14,2006,135,138,145,NA,NA,NA,NA,132,135,141,NA,NA,NA,NA
ERIVAG,15,2006,135,138,150,NA,NA,NA,NA,132,135,147,NA,NA,NA,NA
ERIVAG,16,2006,135,138,162,NA,NA,NA,NA,132,135,159,NA,NA,NA,NA
ERIVAG,17,2006,138,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA
ERIVAG,18,2006,135,141,145,NA,NA,NA,NA,132,138,141,NA,NA,NA,NA
ERIVAG,19,2006,135,138,145,NA,NA,NA,NA,132,135,141,NA,NA,NA,NA
ERIVAG,20,2006,135,138,162,NA,NA,NA,NA,132,135,159,NA,NA,NA,NA
SALARC,F1,2006,147,159,NA,NA,207,235,238,145,156,NA,NA,204,232,235
SALARC,F10,2006,141,165,NA,NA,NA,NA,NA,138,162,NA,NA,NA,NA,NA
SALARC,F2,2006,147,165,NA,NA,204,232,NA,145,162,NA,NA,202,226,NA
SALARC,F3,2006,147,162,NA,NA,207,NA,235,145,159,NA,NA,204,NA,232
SALARC,F4,2006,145,162,NA,NA,214,238,NA,141,159,NA,NA,210,235,NA
SALARC,F5,2006,145,165,NA,NA,202,232,235,141,162,NA,NA,198,226,232
SALARC,F6,2006,145,162,NA,180,202,241,NA,141,159,NA,177,198,238,NA
SALARC,F7,2006,145,156,NA,NA,214,241,NA,141,153,NA,NA,210,238,NA
SALARC,F8,2006,145,159,NA,NA,202,NA,NA,141,156,NA,NA,198,NA,NA
SALARC,F9,2006,141,153,NA,177,210,NA,NA,138,150,NA,174,207,NA,NA
SALARC,M1,2006,147,159,NA,NA,202,241,NA,145,156,NA,NA,198,238,NA
SALARC,M10,2006,141,162,NA,NA,207,NA,NA,138,159,NA,NA,204,NA,NA
SALARC,M2,2006,147,165,NA,NA,210,241,NA,145,162,NA,NA,207,238,NA
SALARC,M3,2006,147,165,NA,NA,NA,NA,235,145,162,NA,NA,NA,NA,232
SALARC,M4,2006,145,159,NA,NA,202,241,NA,141,156,NA,NA,198,238,NA
SALARC,M5,2006,145,156,NA,NA,204,238,NA,141,153,NA,NA,202,235,NA
SALARC,M6,2006,145,162,NA,NA,207,235,235,141,159,NA,NA,204,232,232
SALARC,M7,2006,147,162,NA,NA,202,NA,NA,145,159,NA,NA,198,NA,NA
SALARC,M8,2006,141,159,NA,NA,207,NA,NA,138,156,NA,NA,204,NA,NA
SALARC,M9,2006,141,156,177,NA,210,NA,NA,138,153,174,NA,207,NA,NA
DRYINT,1,2005,117,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA
DRYINT,2,2005,117,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA
DRYINT,3,2005,117,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA
DRYINT,4,2005,114,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA
DRYINT,5,2005,114,NA,NA,NA,NA,NA,NA,111,NA,NA,NA,NA,NA,NA
DRYINT,6,2005,120,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA
DRYINT,7,2005,120,174,210,NA,NA,NA,NA,117,171,208,NA,NA,NA,NA
DRYINT,8,2005,120,183,195,NA,NA,NA,NA,117,180,192,NA,NA,NA,NA
DRYINT,9,2005,123,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA
DRYINT,10,2005,117,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA
DRYINT,11,2005,117,190,198,188,213,NA,NA,114,189,195,186,210,NA,NA
DRYINT,12,2005,117,NA,NA,NA,NA,NA,NA,114,NA,NA,NA,NA,NA,NA
DRYINT,13,2005,120,183,206,208,215,NA,NA,117,180,204,207,214,NA,NA
DRYINT,14,2005,117,186,190,204,215,NA,NA,114,183,189,203,214,NA,NA
DRYINT,15,2005,123,183,195,208,NA,NA,NA,120,180,192,207,NA,NA,NA
DRYINT,16,2005,138,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA
DRYINT,17,2005,144,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA
DRYINT,18,2005,147,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
DRYINT,19,2005,144,190,195,208,NA,NA,NA,141,189,192,207,NA,NA,NA
DRYINT,20,2005,147,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
ERIVAG,1,2005,NA,144,156,NA,NA,NA,NA,NA,141,153,NA,NA,NA,NA
ERIVAG,2,2005,138,138,147,NA,NA,NA,NA,135,135,144,NA,NA,NA,NA
ERIVAG,3,2005,120,138,147,NA,NA,NA,NA,117,135,144,NA,NA,NA,NA
ERIVAG,4,2005,123,NA,NA,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,NA
ERIVAG,5,2005,138,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA
ERIVAG,6,2005,120,138,147,NA,NA,NA,NA,117,135,144,NA,NA,NA,NA
ERIVAG,7,2005,132,138,147,NA,NA,NA,NA,129,135,144,NA,NA,NA,NA
ERIVAG,8,2005,138,138,147,NA,NA,NA,NA,135,135,144,NA,NA,NA,NA
ERIVAG,9,2005,138,147,147,NA,NA,NA,NA,135,144,144,NA,NA,NA,NA
ERIVAG,10,2005,120,138,144,NA,NA,NA,NA,117,135,141,NA,NA,NA,NA
ERIVAG,11,2005,123,138,144,NA,NA,NA,NA,120,135,141,NA,NA,NA,NA
ERIVAG,12,2005,123,144,150,NA,NA,NA,NA,120,141,147,NA,NA,NA,NA
ERIVAG,13,2005,120,138,147,NA,NA,NA,NA,117,135,144,NA,NA,NA,NA
ERIVAG,14,2005,123,138,150,NA,NA,NA,NA,120,135,147,NA,NA,NA,NA
ERIVAG,15,2005,120,138,159,NA,NA,NA,NA,117,135,156,NA,NA,NA,NA
ERIVAG,16,2005,120,138,147,NA,NA,NA,NA,117,135,144,NA,NA,NA,NA
ERIVAG,17,2005,120,138,156,NA,NA,NA,NA,117,135,153,NA,NA,NA,NA
ERIVAG,18,2005,120,138,144,NA,NA,NA,NA,117,135,141,NA,NA,NA,NA
ERIVAG,19,2005,120,138,144,NA,NA,NA,NA,117,135,141,NA,NA,NA,NA
ERIVAG,20,2005,120,138,159,NA,NA,NA,NA,117,135,156,NA,NA,NA,NA
SALARC,F1,2005,156,174,NA,NA,220,241,NA,153,171,NA,NA,217,238,NA
SALARC,F10,2005,130,174,NA,NA,217,NA,NA,129,171,NA,NA,215,NA,NA
SALARC,F2,2005,153,174,NA,NA,223,NA,NA,150,171,NA,NA,220,NA,NA
SALARC,F3,2005,150,174,NA,NA,223,241,NA,147,171,NA,NA,220,238,NA
SALARC,F4,2005,147,174,NA,NA,217,NA,NA,144,171,NA,NA,215,NA,NA
SALARC,F5,2005,147,174,NA,NA,220,NA,NA,144,171,NA,NA,217,NA,NA
SALARC,F6,2005,144,162,NA,NA,215,241,NA,141,159,NA,NA,214,238,NA
SALARC,F7,2005,144,174,NA,NA,215,NA,NA,141,171,NA,NA,214,NA,NA
SALARC,F8,2005,144,165,NA,NA,220,NA,NA,141,162,NA,NA,217,NA,NA
SALARC,F9,2005,144,162,NA,NA,210,241,NA,141,159,NA,NA,208,238,NA
SALARC,M1,2005,156,162,180,NA,210,241,NA,153,159,177,NA,208,238,NA
SALARC,M10,2005,138,162,174,NA,226,NA,NA,135,159,171,NA,223,NA,NA
SALARC,M2,2005,150,174,NA,NA,220,NA,NA,147,171,NA,NA,217,NA,NA
SALARC,M3,2005,150,162,190,NA,217,NA,NA,147,159,189,NA,215,NA,NA
SALARC,M4,2005,150,168,NA,NA,220,NA,NA,147,165,NA,NA,217,NA,NA
SALARC,M5,2005,147,162,174,NA,217,NA,NA,144,159,171,NA,215,NA,NA
SALARC,M6,2005,144,162,183,NA,223,NA,NA,141,159,180,NA,220,NA,NA
SALARC,M7,2005,144,174,NA,NA,217,NA,NA,141,171,NA,NA,215,NA,NA
SALARC,M8,2005,144,168,NA,NA,226,NA,NA,141,165,NA,NA,223,NA,NA
SALARC,M9,2005,138,174,NA,NA,226,NA,NA,135,171,NA,NA,223,NA,NA
DRYINT,1,2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRYINT,2,2004,135,182,185,194,197,NA,NA,133,179,182,191,194,NA,NA
DRYINT,3,2004,117,173,179,197,191,NA,NA,114,170,176,194,188,NA,NA
DRYINT,4,2004,141,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA
DRYINT,5,2004,132,182,185,191,191,NA,NA,129,179,182,188,188,NA,NA
DRYINT,6,2004,144,182,185,NA,197,NA,NA,141,179,182,NA,194,NA,NA
DRYINT,7,2004,150,182,185,194,197,NA,NA,147,179,182,191,194,NA,NA
DRYINT,8,2004,150,182,185,191,191,NA,NA,147,179,182,188,188,NA,NA
DRYINT,9,2004,153,182,NA,NA,NA,NA,NA,150,179,NA,NA,NA,NA,NA
DRYINT,10,2004,153,182,182,194,191,NA,NA,150,179,179,191,188,NA,NA
DRYINT,11,2004,156,185,188,200,NA,NA,NA,153,182,185,197,NA,NA,NA
DRYINT,12,2004,159,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA
DRYINT,13,2004,159,182,185,197,NA,NA,NA,156,179,182,194,NA,NA,NA
DRYINT,14,2004,159,185,188,197,NA,NA,NA,156,182,185,194,NA,NA,NA
DRYINT,15,2004,159,182,188,200,NA,NA,NA,156,179,185,197,NA,NA,NA
DRYINT,16,2004,159,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA
DRYINT,17,2004,159,NA,NA,NA,NA,NA,NA,156,NA,NA,NA,NA,NA,NA
DRYINT,18,2004,159,185,197,NA,NA,NA,NA,156,182,194,NA,NA,NA,NA
DRYINT,19,2004,162,191,197,NA,NA,NA,NA,159,188,194,NA,NA,NA,NA
DRYINT,20,2004,162,191,200,NA,NA,NA,NA,159,188,197,NA,NA,NA,NA
ERIVAG,1,2004,NA,150,156,NA,NA,NA,NA,NA,148,153,NA,NA,NA,NA
ERIVAG,2,2004,144,150,156,NA,NA,NA,NA,141,148,153,NA,NA,NA,NA
ERIVAG,3,2004,144,150,156,NA,NA,NA,NA,141,148,153,NA,NA,NA,NA
ERIVAG,4,2004,144,153,162,NA,NA,NA,NA,141,150,159,NA,NA,NA,NA
ERIVAG,5,2004,144,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA
ERIVAG,6,2004,144,150,153,NA,NA,NA,NA,141,148,150,NA,NA,NA,NA
ERIVAG,7,2004,144,150,153,NA,NA,NA,NA,141,148,150,NA,NA,NA,NA
ERIVAG,8,2004,144,150,153,NA,NA,NA,NA,141,148,150,NA,NA,NA,NA
ERIVAG,9,2004,150,148,NA,NA,NA,NA,NA,148,147,NA,NA,NA,NA,NA
ERIVAG,10,2004,144,150,153,NA,NA,NA,NA,141,148,150,NA,NA,NA,NA
ERIVAG,11,2004,150,153,156,NA,NA,NA,NA,148,150,153,NA,NA,NA,NA
ERIVAG,12,2004,150,153,159,NA,NA,NA,NA,148,150,156,NA,NA,NA,NA
ERIVAG,13,2004,141,NA,NA,NA,NA,NA,NA,138,NA,NA,NA,NA,NA,NA
ERIVAG,14,2004,144,NA,NA,NA,NA,NA,NA,141,NA,NA,NA,NA,NA,NA
ERIVAG,15,2004,144,150,153,NA,NA,NA,NA,141,148,150,NA,NA,NA,NA
ERIVAG,16,2004,144,150,150,NA,NA,NA,NA,141,148,148,NA,NA,NA,NA
ERIVAG,17,2004,144,153,156,NA,NA,NA,NA,141,150,153,NA,NA,NA,NA
ERIVAG,18,2004,144,150,153,NA,NA,NA,NA,141,148,150,NA,NA,NA,NA
ERIVAG,19,2004,144,150,153,NA,NA,NA,NA,141,148,150,NA,NA,NA,NA
ERIVAG,20,2004,144,150,153,NA,NA,NA,NA,141,148,150,NA,NA,NA,NA
SALARC,F1,2004,170,179,NA,NA,210,236,NA,168,176,NA,NA,206,230,NA
SALARC,F10,2004,168,176,NA,NA,210,NA,NA,165,173,NA,NA,206,NA,NA
SALARC,F2,2004,170,185,NA,NA,210,NA,NA,168,182,NA,NA,206,NA,NA
SALARC,F3,2004,170,185,NA,NA,215,NA,NA,168,182,NA,NA,212,NA,NA
SALARC,F4,2004,170,176,NA,NA,210,NA,NA,168,173,NA,NA,206,NA,NA
SALARC,F5,2004,170,176,NA,NA,210,NA,NA,168,173,NA,NA,206,NA,NA
SALARC,F6,2004,170,176,NA,NA,215,NA,NA,168,173,NA,NA,212,NA,NA
SALARC,F7,2004,170,176,NA,NA,224,NA,NA,168,173,NA,NA,221,NA,NA
SALARC,F8,2004,170,176,NA,NA,210,NA,NA,168,173,NA,NA,206,NA,NA
SALARC,F9,2004,170,176,NA,NA,210,NA,NA,168,173,NA,NA,206,NA,NA
SALARC,M1,2004,170,179,NA,NA,210,NA,NA,168,176,NA,NA,206,NA,NA
SALARC,M10,2004,168,176,NA,NA,210,NA,NA,165,173,NA,NA,206,NA,NA
SALARC,M2,2004,170,176,NA,NA,224,NA,NA,168,173,NA,NA,221,NA,NA
SALARC,M3,2004,170,182,NA,NA,212,NA,NA,168,179,NA,NA,210,NA,NA
SALARC,M4,2004,168,176,NA,NA,210,NA,NA,165,173,NA,NA,206,NA,NA
SALARC,M5,2004,170,182,NA,NA,210,NA,NA,168,179,NA,NA,206,NA,NA
SALARC,M6,2004,170,176,NA,NA,224,NA,NA,168,173,NA,NA,221,NA,NA
SALARC,M7,2004,170,176,NA,NA,210,NA,NA,168,173,NA,NA,206,NA,NA
SALARC,M8,2004,170,176,NA,NA,224,NA,NA,168,173,NA,NA,221,NA,NA
SALARC,M9,2004,168,176,NA,NA,224,NA,NA,165,173,NA,NA,221,NA,NA
DRYINT,1,2003,141,190,NA,NA,NA,NA,NA,139,188,NA,NA,NA,NA,NA
DRYINT,2,2003,141,183,183,198,196,NA,NA,139,179,179,197,195,NA,NA
DRYINT,3,2003,141,183,184,196,196,NA,NA,139,179,183,195,195,NA,NA
DRYINT,4,2003,141,NA,190,201,204,NA,NA,139,NA,188,200,203,NA,NA
DRYINT,5,2003,141,183,183,198,196,NA,NA,139,179,179,197,195,NA,NA
DRYINT,6,2003,141,183,183,201,198,NA,NA,139,179,179,200,197,NA,NA
DRYINT,7,2003,147,183,183,196,196,NA,NA,144,179,179,195,195,NA,NA
DRYINT,8,2003,141,183,186,196,196,NA,NA,139,179,185,195,195,NA,NA
DRYINT,9,2003,147,183,183,198,NA,NA,NA,144,179,179,197,NA,NA,NA
DRYINT,10,2003,147,183,183,196,196,NA,NA,144,179,179,195,195,NA,NA
DRYINT,11,2003,147,183,186,196,NA,NA,NA,144,179,185,195,NA,NA,NA
DRYINT,12,2003,147,183,186,198,NA,NA,NA,144,179,185,197,NA,NA,NA
DRYINT,13,2003,147,183,183,196,196,NA,NA,144,179,179,195,195,NA,NA
DRYINT,14,2003,147,183,186,198,196,NA,NA,144,179,185,197,195,NA,NA
DRYINT,15,2003,147,183,186,201,204,NA,NA,144,179,185,200,203,NA,NA
DRYINT,16,2003,147,183,NA,NA,NA,NA,NA,144,179,NA,NA,NA,NA,NA
DRYINT,17,2003,147,183,186,196,196,NA,NA,144,179,185,195,195,NA,NA
DRYINT,18,2003,147,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
DRYINT,19,2003,147,183,190,201,204,NA,NA,144,179,188,200,203,NA,NA
DRYINT,20,2003,141,NA,190,NA,204,NA,NA,139,NA,188,NA,203,NA,NA
ERIVAG,1,2003,151,NA,NA,NA,NA,NA,NA,149,NA,NA,NA,NA,NA,NA
ERIVAG,2,2003,154,158,164,NA,NA,NA,NA,153,154,158,NA,NA,NA,NA
ERIVAG,3,2003,141,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA
ERIVAG,4,2003,149,NA,NA,NA,NA,NA,NA,147,NA,NA,NA,NA,NA,NA
ERIVAG,5,2003,147,NA,NA,NA,NA,NA,NA,144,NA,NA,NA,NA,NA,NA
ERIVAG,6,2003,147,154,158,NA,NA,NA,NA,144,153,154,NA,NA,NA,NA
ERIVAG,7,2003,147,158,168,NA,NA,NA,NA,144,154,164,NA,NA,NA,NA
ERIVAG,8,2003,141,154,183,NA,NA,NA,NA,139,153,179,NA,NA,NA,NA
ERIVAG,9,2003,141,164,168,NA,NA,NA,NA,139,158,164,NA,NA,NA,NA
ERIVAG,10,2003,147,154,158,NA,NA,NA,NA,144,153,154,NA,NA,NA,NA
ERIVAG,11,2003,141,154,154,NA,NA,NA,NA,139,153,153,NA,NA,NA,NA
ERIVAG,12,2003,141,154,154,NA,NA,NA,NA,139,153,153,NA,NA,NA,NA
ERIVAG,13,2003,141,154,154,NA,NA,NA,NA,139,153,153,NA,NA,NA,NA
ERIVAG,14,2003,141,154,154,NA,NA,NA,NA,139,153,153,NA,NA,NA,NA
ERIVAG,15,2003,141,154,154,NA,NA,NA,NA,139,153,153,NA,NA,NA,NA
ERIVAG,16,2003,141,154,154,NA,NA,NA,NA,139,153,153,NA,NA,NA,NA
ERIVAG,17,2003,141,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA
ERIVAG,18,2003,141,154,158,NA,NA,NA,NA,139,153,154,NA,NA,NA,NA
ERIVAG,19,2003,141,NA,NA,NA,NA,NA,NA,139,NA,NA,NA,NA,NA,NA
ERIVAG,20,2003,141,154,164,NA,NA,NA,NA,139,153,158,NA,NA,NA,NA
SALARC,F1,2003,154,190,NA,NA,222,234,NA,151,188,NA,NA,216,231,NA
SALARC,F10,2003,151,171,NA,NA,222,NA,NA,147,168,NA,NA,216,NA,NA
SALARC,F2,2003,154,174,NA,NA,222,NA,NA,151,171,NA,NA,216,NA,NA
SALARC,F3,2003,154,183,NA,NA,213,234,NA,151,179,NA,NA,210,231,NA
SALARC,F4,2003,154,171,NA,NA,210,NA,NA,151,168,NA,NA,204,NA,NA
SALARC,F5,2003,154,171,NA,NA,222,NA,NA,151,168,NA,NA,216,NA,NA
SALARC,F6,2003,141,186,NA,NA,210,NA,NA,139,185,NA,NA,204,NA,NA
